#initial-angle1(-61.4)	initial-angle2(0)
13.9	3.91E-02	-0.26	2.28E-01	-3.04E-01	-9.39E-04	-1.88E-03	-7.42E-02	2.37E-01
14	3.84E-02	-0.26	2.19E-01	-2.84E-01	-9.71E-03	1.25E-03	-7.08E-02	1.60E-01
14.1	3.71E-02	-0.26	2.14E-01	-2.72E-01	-1.97E-02	-4.70E-03	-4.54E-02	6.31E-02
14.2	3.45E-02	-0.261	2.10E-01	-2.71E-01	-3.57E-02	-5.64E-03	-2.88E-02	-1.77E-02
14.3	3.00E-02	-0.261	2.08E-01	-2.76E-01	-5.20E-02	-4.07E-03	-1.99E-02	-7.86E-02
14.4	2.41E-02	-0.262	2.06E-01	-2.87E-01	-7.17E-02	-6.26E-03	-8.86E-03	-1.48E-01
14.5	1.57E-02	-0.262	2.06E-01	-3.05E-01	-7.45E-02	1.25E-03	1.11E-03	-2.09E-01
14.6	9.20E-03	-0.261	2.06E-01	-3.29E-01	-5.67E-02	6.76E-03	-9.81E-03	-2.82E-01
14.7	4.31E-03	-0.261	2.04E-01	-3.62E-01	-4.14E-02	8.28E-04	-3.90E-02	-3.59E-01
14.8	9.14E-04	-0.261	1.99E-01	-4.01E-01	-7.04E-03	-4.14E-04	-8.96E-02	-4.28E-01
14.9	2.90E-03	-0.261	1.86E-01	-4.47E-01	4.64E-02	-8.28E-04	-1.79E-01	-4.94E-01
15	1.02E-02	-0.261	1.63E-01	-4.99E-01	1.09E-01	-2.49E-03	-2.92E-01	-4.92E-01
15.1	2.46E-02	-0.262	1.28E-01	-5.46E-01	1.50E-01	6.58E-03	-4.22E-01	-3.83E-01
15.2	4.01E-02	-0.26	7.85E-02	-5.76E-01	1.21E-01	1.27E-02	-5.39E-01	-1.50E-01
15.3	4.87E-02	-0.259	2.01E-02	-5.76E-01	6.06E-02	9.66E-03	-5.44E-01	1.36E-01
15.4	5.23E-02	-0.258	-3.04E-02	-5.49E-01	1.14E-02	1.76E-03	-4.70E-01	3.40E-01
15.5	5.10E-02	-0.259	-7.39E-02	-5.08E-01	-5.18E-02	-7.91E-03	-4.06E-01	4.66E-01
15.6	4.19E-02	-2.60E-01	-1.12E-01	-4.56E-01	-1.00E-01	-1.05E-02	-2.85E-01	4.03E-01
15.7	3.10E-02	-2.61E-01	-1.31E-01	-4.27E-01	-1.28E-01	-1.23E-02	-2.04E-01	2.79E-01
15.8	1.62E-02	-2.62E-01	-1.52E-01	-4.00E-01	-1.40E-01	-4.39E-03	-2.14E-01	2.33E-01
15.9	3.05E-03	-2.62E-01	-1.74E-01	-3.80E-01	-1.28E-01	2.38E-03	-0.203	1.43E-01
16	-9.42E-03	-0.262	-1.93E-01	-3.71E-01	-1.27E-01	2.23E-03	-0.194	5.82E-02
16.1	-2.24E-02	-0.261	-2.13E-01	-3.69E-01	-1.29E-01	1.37E-02	-0.203	-1.78E-02
16.2	-3.53E-02	-0.259	-2.33E-01	-3.75E-01	-1.25E-01	2.24E-02	-0.204	-8.68E-02
16.3	-4.75E-02	-0.257	-2.53E-01	-3.86E-01	-1.24E-01	2.61E-02	-0.177	-1.57E-01
16.4	-6.01E-02	-0.254	-2.69E-01	-4.06E-01	-1.27E-01	3.73E-02	-1.34E-01	-2.43E-01
16.5	-7.28E-02	-0.249	-2.80E-01	-4.35E-01	-1.27E-01	4.47E-02	-6.61E-02	-2.94E-01
16.6	-8.55E-02	-0.245	-2.82E-01	-4.65E-01	-1.30E-01	4.75E-02	4.64E-02	-3.23E-01
16.7	-9.88E-02	-0.24	-2.71E-01	-4.99E-01	-1.20E-01	4.56E-02	0.174	-3.00E-01
16.8	-1.09E-01	-0.236	-2.47E-01	-5.25E-01	-8.01E-02	3.36E-02	0.291	-1.92E-01
16.9	-1.15E-01	-0.233	-2.13E-01	-5.38E-01	-2.05E-02	1.24E-02	0.382	-7.25E-02
17	-1.14E-01	-0.233	-1.71E-01	-5.39E-01	4.04E-02	-1.93E-02	0.438	1.49E-02
17.1	-1.07E-01	-2.37E-01	-1.25E-01	-5.35E-01	1.00E-01	-4.72E-02	0.473	6.86E-02
17.2	-9.36E-02	-2.43E-01	-7.62E-02	-5.26E-01	1.55E-01	-6.21E-02	4.39E-01	7.11E-02
17.3	-7.58E-02	-2.49E-01	-3.73E-02	-5.20E-01	2.01E-01	-6.40E-02	3.96E-01	5.48E-02
17.4	-5.34E-02	-0.256	3.00E-03	-5.15E-01	2.32E-01	-5.09E-02	3.91E-01	3.60E-02
17.5	-2.94E-02	-0.26	4.10E-02	-5.13E-01	2.63E-01	-3.42E-02	3.74E-01	-1.22E-02
17.6	-8.63E-04	-0.262	7.79E-02	-5.17E-01	2.85E-01	-9.94E-03	3.27E-01	-4.97E-02
17.7	2.76E-02	-0.262	1.06E-01	-5.23E-01	2.97E-01	2.61E-02	3.06E-01	-7.23E-02
17.8	5.85E-02	-0.257	1.39E-01	-5.32E-01	2.97E-01	5.78E-02	2.83E-01	-8.57E-02
17.9	8.70E-02	-2.50E-01	1.63E-01	-5.40E-01	2.74E-01	8.60E-02	2.25E-01	-5.84E-02
18	1.13E-01	-2.40E-01	1.84E-01	-5.43E-01	2.38E-01	1.01E-01	1.73E-01	3.34E-03
18.1	1.35E-01	-0.23	1.98E-01	-5.40E-01	1.88E-01	9.99E-02	1.26E-01	5.87E-02
18.2	1.51E-01	-0.22	2.09E-01	-5.32E-01	1.32E-01	8.35E-02	8.52E-02	9.05E-02
18.3	1.61E-01	-0.213	2.15E-01	-5.22E-01	8.24E-02	5.32E-02	5.36E-02	9.93E-02
18.4	1.67E-01	-0.209	2.20E-01	-5.12E-01	4.26E-02	2.69E-02	4.22E-02	7.29E-02
18.5	1.69E-01	-0.208	2.23E-01	-5.07E-01	-7.51E-03	-6.89E-03	2.28E-02	2.81E-02
18.6	1.66E-01	-0.211	2.25E-01	-5.06E-01	-6.17E-02	-4.26E-02	8.79E-03	-1.49E-02
18.7	1.57E-01	-0.216	2.25E-01	-5.10E-01	-1.15E-01	-7.11E-02	-1.76E-03	-5.71E-02
18.8	1.43E-01	-0.225	2.24E-01	-5.18E-01	-1.59E-01	-9.11E-02	-2.46E-02	-9.75E-02
18.9	1.25E-01	-0.235	2.20E-01	-5.29E-01	-2.03E-01	-9.89E-02	-6.06E-02	-1.19E-01
19	1.02E-01	-0.245	2.12E-01	-5.41E-01	-2.50E-01	-8.95E-02	-9.93E-02	-1.10E-01
19.1	7.53E-02	-0.252	2.00E-01	-5.51E-01	-2.64E-01	-6.64E-02	-0.132	-7.67E-02
19.2	4.94E-02	-0.258	1.86E-01	-5.57E-01	-2.71E-01	-4.22E-02	-0.203	-3.50E-02
19.3	2.11E-02	-2.61E-01	1.59E-01	-5.58E-01	-2.68E-01	-1.88E-02	-2.78E-01	6.78E-03
19.4	-4.28E-03	-2.62E-01	1.30E-01	-5.55E-01	-2.52E-01	4.88E-03	-3.15E-01	3.64E-02
19.5	-2.94E-02	-2.60E-01	9.64E-02	-5.51E-01	-2.23E-01	2.58E-02	-3.44E-01	3.79E-02
19.6	-4.89E-02	-2.57E-01	6.12E-02	-5.48E-01	-1.83E-01	3.97E-02	-3.64E-01	3.54E-02
19.7	-6.61E-02	-2.52E-01	2.36E-02	-5.44E-01	-1.48E-01	4.60E-02	-3.89E-01	3.67E-02
19.8	-7.85E-02	-2.47E-01	-1.65E-02	-5.41E-01	-9.90E-02	3.70E-02	-4.02E-01	1.85E-02
19.9	-8.59E-02	-2.45E-01	-5.69E-02	-5.40E-01	-5.79E-02	1.95E-02	-4.07E-01	1.86E-03
20	-9.00E-02	-2.43E-01	-9.79E-02	-5.40E-01	-1.46E-02	2.79E-03	-4.00E-01	0.00E+00
20.1	-8.88E-02	-2.44E-01	-1.37E-01	-5.40E-01	2.44E-02	-1.26E-02	-3.73E-01	4.35E-03
20.2	-8.52E-02	-2.46E-01	-1.73E-01	-5.39E-01	4.91E-02	-2.00E-02	-3.30E-01	3.91E-02
20.3	-7.90E-02	-2.48E-01	-2.03E-01	-5.33E-01	6.69E-02	-2.23E-02	-2.73E-01	8.95E-02
20.4	-7.18E-02	-2.50E-01	-2.27E-01	-5.21E-01	8.24E-02	-2.50E-02	-0.209	1.34E-01
20.5	-6.25E-02	-2.53E-01	-2.45E-01	-5.06E-01	8.51E-02	-2.40E-02	-1.28E-01	1.54E-01
20.6	-5.48E-02	-2.55E-01	-2.53E-01	-4.91E-01	7.36E-02	-1.67E-02	-4.54E-02	1.42E-01
20.7	-4.78E-02	-2.56E-01	-2.54E-01	-4.77E-01	8.09E-02	-1.25E-02	1.06E-02	1.33E-01
20.8	-3.86E-02	-2.58E-01	-2.51E-01	-4.64E-01	8.87E-02	-1.20E-02	7.14E-02	8.20E-02
20.9	-3.00E-02	-2.59E-01	-2.40E-01	-4.61E-01	9.18E-02	-1.10E-02	0.122	0.00E+00
21	-2.02E-02	-2.60E-01	-2.26E-01	-4.64E-01	1.02E-01	-1.01E-02	0.153	-6.46E-02
21.1	-9.66E-03	-2.61E-01	-2.09E-01	-4.74E-01	8.24E-02	-6.55E-03	0.196	-1.31E-01
21.2	-3.76E-03	-2.61E-01	-1.87E-01	-4.90E-01	5.61E-02	-2.21E-03	0.216	-1.63E-01
21.3	1.56E-03	-2.61E-01	-1.66E-01	-5.07E-01	4.83E-02	-1.11E-03	0.271	-2.09E-01
21.4	5.91E-03	-2.61E-01	-1.33E-01	-5.32E-01	2.73E-02	-4.80E-03	0.327	-2.27E-01
21.5	7.02E-03	-2.62E-01	-1.00E-01	-5.52E-01	8.86E-03	-3.69E-03	3.83E-01	-1.94E-01
21.6	7.68E-03	-2.62E-01	-5.63E-02	-5.71E-01	2.58E-03	0.00E+00	4.47E-01	-1.37E-01
21.7	7.53E-03	-2.62E-01	-1.10E-02	-5.79E-01	-7.38E-04	0.00E+00	4.47E-01	-2.25E-02
21.8	7.53E-03	-2.62E-01	3.31E-02	-5.75E-01	0.00E+00	0.00E+00	4.31E-01	1.08E-01
21.9	7.53E-03	-2.62E-01	7.53E-02	-5.58E-01	3.91E-02	7.38E-04	3.95E-01	1.74E-01
22	1.54E-02	-2.62E-01	1.12E-01	-5.41E-01	7.29E-02	2.29E-03	3.42E-01	2.01E-01
22.1	2.21E-02	-2.62E-01	1.44E-01	-5.18E-01	7.24E-02	3.42E-03	2.84E-01	1.83E-01
22.2	2.98E-02	-2.61E-01	1.69E-01	-5.04E-01	8.88E-02	6.21E-03	2.25E-01	7.83E-02
22.3	3.99E-02	-2.60E-01	1.89E-01	-5.02E-01	9.63E-02	1.06E-02	1.76E-01	1.57E-02
22.4	4.91E-02	-2.59E-01	2.04E-01	-5.01E-01	9.19E-02	1.62E-02	1.35E-01	-1.33E-02
22.5	5.83E-02	-2.57E-01	2.16E-01	-5.05E-01	1.02E-01	2.24E-02	9.41E-02	-6.62E-02
22.6	6.95E-02	-2.55E-01	2.23E-01	-5.14E-01	9.75E-02	2.61E-02	4.37E-02	-9.78E-02
22.7	7.78E-02	-2.52E-01	2.25E-01	-5.24E-01	8.20E-02	2.73E-02	-8.30E-03	-1.11E-01
22.8	8.59E-02	-2.49E-01	2.21E-01	-5.36E-01	7.08E-02	2.49E-02	-6.75E-02	-1.08E-01
22.9	9.20E-02	-2.47E-01	2.11E-01	-5.46E-01	4.29E-02	1.68E-02	-0.128	-9.02E-02
23	9.44E-02	-2.46E-01	1.96E-01	-5.54E-01	3.04E-02	6.21E-03	-0.189	-6.97E-02
23.1	9.80E-02	-2.46E-01	1.73E-01	-5.60E-01	1.06E-02	-3.73E-03	-0.246	-3.76E-02
23.2	9.65E-02	-2.47E-01	1.46E-01	-5.62E-01	-3.54E-02	-1.49E-02	-0.2	-8.86E-03
23.3	9.10E-02	-2.49E-01	1.33E-01	-5.61E-01	-7.27E-02	-2.49E-02	-0.203	0.00E+00
23.4	8.20E-02	-2.52E-01	1.06E-01	-5.62E-01	-9.94E-02	-3.04E-02	-0.281	-8.30E-03
23.5	7.11E-02	-2.55E-01	7.70E-02	-5.63E-01	-1.31E-01	-3.04E-02	-0.288	-1.67E-02
23.6	5.58E-02	-2.58E-01	4.81E-02	-5.65E-01	-1.67E-01	-2.73E-02	-2.69E-01	-2.31E-02
23.7	3.77E-02	-2.60E-01	2.33E-02	-5.68E-01	-1.93E-01	-1.80E-02	-2.51E-01	-2.66E-02
23.8	1.73E-02	-2.61E-01	-2.17E-03	-5.70E-01	-2.00E-01	-6.83E-03	-2.42E-01	-1.93E-02
23.9	-2.35E-03	-2.62E-01	-2.50E-02	-5.72E-01	-2.07E-01	6.21E-03	-2.17E-01	-2.09E-03
24	-2.41E-02	-2.60E-01	-4.56E-02	-5.71E-01	-2.12E-01	2.39E-02	-1.96E-01	2.09E-02
24.1	-4.47E-02	-2.57E-01	-6.42E-02	-5.67E-01	-1.87E-01	3.40E-02	-1.83E-01	4.70E-02
24.2	-6.15E-02	-2.53E-01	-8.22E-02	-5.61E-01	-1.57E-01	3.95E-02	-1.67E-01	7.10E-02
24.3	-7.60E-02	-2.49E-01	-9.77E-02	-5.53E-01	-1.19E-01	3.91E-02	-1.38E-01	7.41E-02
24.4	-8.54E-02	-2.45E-01	-1.10E-01	-5.47E-01	-7.86E-02	2.79E-02	-1.11E-01	5.06E-02
24.5	-9.17E-02	-2.43E-01	-1.20E-01	-5.43E-01	-4.60E-02	1.72E-02	-9.60E-02	2.50E-02
24.6	-9.46E-02	-2.42E-01	-1.29E-01	-5.42E-01	-7.44E-03	3.25E-03	-8.61E-02	-1.04E-03
24.7	-9.32E-02	-2.43E-01	-1.37E-01	-5.43E-01	3.07E-02	-1.49E-02	-7.41E-02	-2.19E-02
24.8	-8.85E-02	-2.45E-01	-1.44E-01	-5.46E-01	7.07E-02	-2.84E-02	-6.11E-02	-3.70E-02
24.9	-7.91E-02	-2.48E-01	-1.49E-01	-5.51E-01	9.62E-02	-2.98E-02	-5.27E-02	-4.80E-02
25	-6.92E-02	-2.51E-01	-1.54E-01	-5.56E-01	1.25E-01	-3.25E-02	-2.45E-02	-3.55E-02
25.1	-5.41E-02	-2.55E-01	-1.54E-01	-5.58E-01	1.53E-01	-3.77E-02	1.46E-02	-2.24E-02
25.2	-3.86E-02	-2.59E-01	-1.51E-01	-5.60E-01	1.62E-01	-2.68E-02	5.48E-02	-5.74E-03
25.3	-2.17E-02	-2.60E-01	-1.43E-01	-5.59E-01	1.66E-01	-1.83E-02	9.91E-02	2.24E-02
25.4	-5.38E-03	-2.62E-01	-1.32E-01	-5.56E-01	1.60E-01	-9.22E-03	0.133	3.24E-02
25.5	1.03E-02	-2.62E-01	-1.17E-01	-5.53E-01	1.49E-01	-1.35E-04	0.174	1.72E-02
25.6	2.44E-02	-2.62E-01	-9.67E-02	-5.52E-01	1.29E-01	6.44E-03	0.215	-6.26E-03
25.7	3.60E-02	-2.61E-01	-7.36E-02	-5.54E-01	1.04E-01	1.41E-02	2.38E-01	-2.09E-02
25.8	4.53E-02	-2.59E-01	-4.92E-02	-5.56E-01	8.08E-02	1.16E-02	2.75E-01	-4.38E-02
25.9	5.22E-02	-2.59E-01	-1.85E-02	-5.63E-01	5.07E-02	5.32E-03	3.08E-01	-5.46E-02
26	5.55E-02	-2.58E-01	1.25E-02	-5.67E-01	2.16E-02	5.64E-03	3.06E-01	-4.34E-02
26.1	5.65E-02	-2.57E-01	4.28E-02	-5.71E-01	2.19E-03	5.32E-03	3.05E-01	-2.66E-02
26.2	5.59E-02	-2.57E-01	7.34E-02	-5.73E-01	-1.13E-02	0.00E+00	3.04E-01	1.14E-02
26.3	5.42E-02	-0.257	1.04E-01	-5.69E-01	-2.79E-02	-8.45E-03	2.85E-01	5.83E-02
26.4	5.03E-02	-2.59E-01	1.30E-01	-5.61E-01	-3.60E-02	-1.00E-02	2.53E-01	9.89E-02
26.5	4.70E-02	-2.59E-01	1.54E-01	-5.49E-01	-2.42E-02	-6.65E-03	2.08E-01	1.37E-01
26.6	4.55E-02	-2.60E-01	1.72E-01	-5.33E-01	-2.00E-02	-5.17E-03	1.56E-01	1.51E-01
26.7	4.30E-02	-2.60E-01	1.85E-01	-5.19E-01	-1.40E-02	-2.58E-03	1.01E-01	1.25E-01
26.8	4.27E-02	-2.61E-01	1.92E-01	-5.08E-01	-7.04E-03	-1.57E-03	5.72E-02	8.74E-02
26.9	4.16E-02	-0.261	1.97E-01	-5.01E-01	-1.25E-02	0.00E+00	2.88E-02	4.10E-02
27	4.02E-02	-2.61E-01	1.98E-01	-5.00E-01	-8.61E-03	0.00E+00	-4.06E-03	-1.96E-02
27.1	3.99E-02	-2.61E-01	1.96E-01	-5.05E-01	-1.57E-03	1.57E-03	-4.83E-02	-7.45E-02
27.2	3.99E-02	-0.26	1.88E-01	-5.15E-01	6.26E-03	1.57E-03	-8.23E-02	-1.02E-01
27.3	4.11E-02	-0.26	1.79E-01	-5.26E-01	1.02E-02	0.00E+00	-0.125	-1.25E-01
27.4	4.19E-02	-0.26	1.63E-01	-5.40E-01	8.61E-03	0.00E+00	-0.173	-1.40E-01
27.5	4.29E-02	-0.26	1.45E-01	-5.54E-01	1.41E-02	0.00E+00	-0.223	-1.26E-01
27.6	4.47E-02	-0.26	1.19E-01	-5.65E-01	1.72E-02	1.57E-03	-0.277	-9.69E-02
27.7	4.63E-02	-0.26	8.95E-02	-5.73E-01	3.91E-03	1.57E-03	-0.308	-5.34E-02
27.8	4.55E-02	-0.26	5.73E-02	-5.76E-01	-2.74E-02	-2.35E-03	-0.324	-6.97E-03
